reviews,price,drink,dessert,service,customers,interior,view,parking,etc,trash
얼 그레이 베이글 안에 잼 있고 존맛탱이네요 쫄깃 베이글 굳카야 하나 더 주문,,1,,,,,,,,
제주 수제 베이글 크림치즈 전문점 블루메 베이글! 쫄깃 담백하고 맛 있어요,,,1,,,,,,,
D,,,,,,,,,,1
아침 일찍 빵 먹기 좋네요,,,1,,,,,,,
맛집이라고 해서 비행기 타기 전에 일부러 찾아가서 먹었어요,,,,,,,,,,1
진짜 매장도 깔끔하고 빵도 넘 맛나고 제주도 떠나기 전에 넘 맛있게 먹고 갑니다,,,1,,,1,,,,
직원분들 너무 친절하고 빵 종류도 많아서 좋았어요!,,,1,1,,,,,,
워낙 베이글 좋아해서 꼭 와 보고 싶었는 데 깨끗하고,,,1,,,,,,,
베이글 종류도 많아서 너무 좋았어요,,,,,,,,,,1
오랫만에 왔는데 여전히 맛있어용,,,1,,,,,,,
치즈 베이글은 짭쪼롬한 것이 그냥 먹어도 존맛탱 구리네용,,,1,,,,,,,
파 크림도 느끼하지 않고 제주 베이글 맛집 꼬옥 먹어 주세요,,,1,,,,,,,
매장이 깔끔하고 예뻐요,,,,,,1,,,,
직원 분들도 친절하세요,,,,1,,,,,,
제주 현지인 베이글 맛집!!,,,1,,,,,,,
제주도에서 해산물 흑 돼지만 먹으니까 아침에 브런치 겸 빵 먹고 싶었는데 여기서 너무 맛있게 먹었습니다,,,1,,,,,,,
여행 오신 분들은 꼭 방문 강 추해요,,,,,,,,,,1
재방문 의사 o,,,,,,,,,,1
베이글 맛집이라고 친구한테 추천 받았는데 진짜 너무 너무 맛있어요!!,,,1,,,,,,,
11월 중으로는 10시 이전 얼리버드로 10퍼 할인인데 뭐 먹을지 고민 고민하다가 10시를 넘겨 버렸어요,,,,,,,,,,1
그래도 괜찮아,,,,,,,,,,1
진짜 맛나!!!,,,,,,,,,,1
쫀득 베이글로 했는 데 따뜻하고 쫀득쫀득 체고에요,,,1,,,,,,,
그리고 바질 토마토... 한 입 베 물자마자 느껴지는 데 진짜  짱짱 맨,,,1,,,,,,,
잠봉뵈르도 체고 여기 메뉴 다 타파해 보려구요 기다려 주시길.,,,1,,,,,,,
제주에서 베이글 제일 맛집입니다,,,1,,,,,,,
아침 비행기인데도 베이글이 맛있다는 얘기에 일찍 출발해 들렀네요,,,1,,,,,,,
인테리어도 이쁘고 무엇보다 베이글이 진짜 맛있어요!,,,1,,,1,,,,
다음 번엔 매장에서 여유롭게 먹고 싶네요,,,,,,,,,,1
동네일 뿐만 아니 육지에 세 있는 친구들 다 여기 배 이 글이 맛있다고 했어요!,,,1,,,,,,,
인정!,,,,,,,,,,1
간만에 포장 넘 맛있어요,,,,,,,,,,1
여기 블루베리 크림치즈가 진짜 맛있어요,,,1,,,,,,,
베이글 맛집이에요.,,,1,,,,,,,
자주 옵니다.,,,,,,,,,,1
잠봉뵈르도 맛있고 베이글 종류 골고루 다 맛있어요.,,,1,,,,,,,
수제 크림치즈랑 베이글 조합 짱 오픈 시간에 가니까 할인해 주시더라구요!!,,,1,,,,,,,
이번 달까지라니 또 방문하겠습니당!,,,,,,,,,,1
분위기도 너무 좋고 빵도 있고 커피도 맛있어요!!,,1,1,,,1,,,,
자주 올 것 같아요,,,,,,,,,,1
시오베이글 크런치 베이글 포장했습니다,,,1,,,,,,,
연어 샌드위치도 맛있어요!,,,1,,,,,,,
매장이 예쁘니까 매장 방문 추천 드립니다,,,,,,1,,,,
항상 너무 맛나요,,,,,,,,,,1
늦게 와서 원하던 무화과 베이글은 소진됐지만. 블루베리랑 호두크렌베리는 겟,,,1,,,,,,,
매장도 예쁘고 베이글도 짱짱,,,1,,,1,,,,
여기 베이글이 그렇게 맛있다구 해서 숙소 가는 길에 들려 봤습니다!!,,,1,,,,,,,
3시 쯤 방문했는 데 사람 별로 없어서 좋았어요!,,,,,,,,,,1
플레인 베이글 품절 됐을까 봐 조마조마하며 왔는 데 있어서 다행이예요,,,1,,,,,,,
힣 맛있었으면 좋겠습니다!,,,,,,,,,,1
가게도 깔끔하고 베이글 종류도 다양해서 골라 먹는 재미가 있어요!,,,1,,,1,,,,
맛이랑 빵 종류가 엄청 다양하고 인테리어랑 분위기도 미쳤어요!!,,,1,,,1,,,,
언제나 찾는 맛집입니다,,,,,,,,,,1
여기 베이글 맛집이에요,,,1,,,,,,,
크림치즈가 맛있다고 해서 가 봤는데 크림치즈가 아니구 베이글이 진짜 맛있어요,,,1,,,,,,,
속도 편하구 무겁거나 답답하지 않아요,,,,,,,,,,1
겉은 바삭하고 속은 촉촉해요 소금 베이글 강 추이입니다,,,1,,,,,,,
시오 베이글 추천!,,,1,,,,,,,
늦게 가면 샌드위치는 일찍 품절 되는 거 같아요,,,,,,,,,,1
베이글이 너무 맛있어요 샌드위치가 품절이라 못 먹었었는데 다음에 와서 먹어 보고 싶어요,,,1,,,,,,,
주차장 바로 옆이라 좋아요,,,,,,,,1,,
블루메 베이글!!!,,,1,,,,,,,
제주도 최애 맛집 중 하나에요,,,,,,,,,,1
지난번 방문 때 무화과 크림 치즈 품절이라 이번엔 제주도 오자마자 방문했어요,,,1,,,,,,,
더 유명해지는 듯 ,,,,,,,,,,1
베이글 크림 치즈 종류도 많고 이번에 오니 양송이 스프도 메뉴추가 돼 먹어 보려고 주문했어요!,,,1,,,,,,,
맛은 보장된 곳이니 꼭 들려 보세요,,,,,,,,,,1
매장이어요,,,,,,,,,,1
베이글 맛집이라고 제주 현지인에게 추천받아 방문했어요,,,,,,,,,,1
베이글 종류 많고 넘 맛있습니다,,,1,,,,,,,
다음에 제주도 오면 또 사 먹으러 올게요,,,,,,,,,,1
앙 버터 베이글 존 맛인데 시즌 끝 났데요,,,,,,,,,,1
광광...,,,,,,,,,,1
일찍 와서 얼리버드 할인도 받았어요,1,,,,,,,,,
9시,,,,,,,,,,1
10시 전체 금액에 10 프로 할인,1,,,,,,,,,
수제 베이글과 크림치즈 너무 맛있구 신선해서 좋아요..,,,1,,,,,,,
음료가 일단 너무 이쁘구요 베이글 보고 왔는데 인테리어에 반했어요….,,1,,,,1,,,,
정말 건강한 베이글인 것 같아서 좋아유,,,1,,,,,,,
처음 왔는데 넘 좋아요,,,,,,,,,,1
근처에 이런 곳이 있는 줄 몰랐어요 자주 올게요,,,,,,,,,,1
베이글 먹고 싶을 때 생각나요,,,1,,,,,,,
베이글 맛있어요 무화과 베이글 쫀득해요,,,1,,,,,,,
맛 잇어요!,,,,,,,,,,1
베이글 너무 맛있고 매장 깨끗하고 옆에 주차장이 바로 있어서 좋아요,,,1,,,1,,1,,
베이글 크림치즈 종류가 다양해서 좋아요!!,,,1,,,,,,,
가게가 넘 귀엽고 무화과 베이글 무화과 크림치즈 킹 조합 담에 또 올게요!!,,,1,,,1,,,,
베이글이 너무 맛있어요,,,1,,,,,,,
벌써 볓 번째 방문인지 모르겠네요,,,,,,,,,,1
넘나 맛,,,,,,,,,,1
어 요 종류도 다양해서 최고,,,,,,,,,,1
맛있어서 또 왔어용,,,,,,,,,,1
자주 오는 데 토스팅한 베이글에 수제 크림 치즈 올려 먹으면 너무 맛있어요!!!,,,1,,,,,,,
종류가 다양해서 다양한 조합으로 먹을 수 있어요,,,,,,,,,,1
지인들이 다들 맛있다고 추천해서 왔어요,,,,,,,,,,1
베이글 맛집,,,1,,,,,,,
인테리어도 깔끔하고 예뻐요,,,,,,1,,,,
베이글 종류 다양하고 매장 분위기도 힙하네요,,,1,,,1,,,,
베이글 샌드위치가 있어 더 좋았어요,,,1,,,,,,,
맛있네요!,,,,,,,,,,1
제주도에서 베이글이 유명한 곳이라 해서 방문했어요.,,,1,,,,,,,
잠봉뵈르 베이글이 정말 맛있어요!,,,1,,,,,,,
공항이랑도 가깝고 주문도 빨리 나오고 치즈 양도 많아요!,,,1,1,,,1,,,
맛있게 잘 먹겠습니다,,,,,,,,,,1
매장도 넓구 직원 분들도 친절하세요,,,,1,,1,,,,
아침에 브런치에 먹기 좋을 거 같아요,,,,,,,,,,1
혼자와도 괜찮을 듯 요,,,,,,,,,,1
샌드위치가 맛있어요,,,1,,,,,,,
베이글 맛집 맞아용,,,1,,,,,,,
제주 도민이 인정한 베이글 맛집이에영,,,1,,,,,,,
인테리어도 너무 깔끔하고 맛은 당연지사 직원 분들도 친절하셔서 좋았구요,,,1,1,,1,,,,
매장 옆 공연 주차장이라 더 좋았어요,,,,,,,,1,,
베이글 맛집!,,,1,,,,,,,
잘 먹고 갑니다,,,,,,,,,,1
베이글 종류와 크림치즈 종류도 넘 다양하고 맛있어요,,,1,,,,,,,
특히 플레인 크림 치즈에다가 그 레놀라 추가해서 먹은 거는 너무 존마탱 조용하고 깨끗해서 편하게 즐기다 왔어용,,,1,,,,,,,
몇 일 전에 왔을 때 솔드 아웃이라 그냥 돌아가서 오늘은 점심으로 왔어요 오랫만에 맛있는 베이글 먹으러 왔어요,,,1,,,,,,,
파 크림 치즈 최애인데 너무 기대되요,,,1,,,,,,,
우왕 넘 맛있다 친절해,,,,1,,,,,,
집 근처에서 가장 맛난 곳!!,,,,,,,,,,1
정기적으로 생각 나는 맛!!,,,,,,,,,,1
쫔깃 한 베이글의 식감이 환상적이에요,,,1,,,,,,,
직원 분들도 친절하고 맛은 더욱 친절하답니다,,,1,1,,,,,,
엄청 맛있어요!!,,,,,,,,,,1
베이글은 바삭한 것만 먹어 봣는데 쫀득 바삭 선택할 수 있어서 좋아요!!,,,1,,,,,,,
허니 자몽 블랙 티도 다른 데보다 훨씬 맛있어요!,,1,,,,,,,,
9-10 사이에는 10할인도 있어서 좋아요,1,,,,,,,,,
친절하고 맛있을 거 같아요!!,,,,1,,,,,,
분위기 좋아요,,,,,,1,,,,
무화과 크림 맛있어요,,,1,,,,,,,
베이글 너무 맛있어서 자주 와요,,,1,,,,,,,
소금 버터 베이글은 넘사입니당!!!!,,,1,,,,,,,
크림치즈도 직접 만드신 거라 그런지 넘 맛있어요,,,1,,,,,,,
베이글 토스팅도 돼서 바삭하고 크림치즈가 진짜 맛있네요!,,,1,,,,,,,
블루베리 크림치즈는 진짜 블루베리가 가득 들어 있어요,,,1,,,,,,,
근처 사는 친구 추천 받고 왔어요!,,,,,,,,,,1
친절하시고 매장도 너무 청결하고 예뻐요!,,,,1,,1,,,,
맛도 기대됩니다!,,,,,,,,,,1
맛있어용,,,,,,,,,,1
매장이 청결하고,,,,1,,,,,,
직원분이 매우 친절해요!,,,,1,,,,,,
베이글하구 커피도 엄청 맛있어요,1,,1,,,,,,,
늦게 와서 종류가 거의 없었지만,,,,,,,,,,1
바질 토마토 크림치즈 미쳤어요,,,1,,,,,,,
꼭 드세용!,,,1,,,,,,,
든든하지만 너무 무겁지 않은 맛이라 좋았어 요 종류도 다양하고,,,1,,,,,,,
직원분도 친절합니당,,,,1,1,,,,,
웨이팅 있을까 봐 조마조마했는데 12시 20분 쯤에 웨이팅은 없었어요!,,,,,1,,,,,
근데 안쪽 좌석은 거의 차 있더라구요,,,,,1,,,,,
하지만 주문한 거 나올 때쯤 자리가 나서 앉았어요!,,,,,,,,,,1
연어 치킨 ,,,1,,,,,,,
크랜베리,,,1,,,,,,,
통 새우 아보카도 3가지 샌드위치 시켜 먹었는 데 연어가 쫀 맛...!!!,,,1,,,,,,,
새우도 탱글탱글해요,,,1,,,,,,,
커피도 맛있는 지 커피만 포장해 가는 분도 많네 여 굿 굿 예쁘고 깔끔하고 일부러 찾아 먹으러 오길 잘했네욘,,1,,,,1,,,,
아기도 엄청 좋아하는 베이글 집이예요,,,1,,,,,,,
두 번째 방문 베이글 맛집,,,1,,,,,,,1
베이글이 먹고 싶으면 여기가 최고예요.,,,1,,,,,,,
한번 오면 포장해서 가서 집에 쟁여 놓을 때도 많아요,,,1,,,,,,,
오랜만에 놀러 오신 친정 엄마랑 같이 왔는 데 너무 좋아하셨어요,,,,,,,,,,1
매장도 깨끗하고 너무 예뻐요,,,,1,,1,,,,
인테리어도 이쁘고,,,,,,1,,,,
베이글도 완전 맛있어요!!,,,1,,,,,,,
제주에 오면 꼭 들려 봐야할 맛집!!!,,,,,,,,,,1
너무 맛있어요,,,,,,,,,,1
베이글 쫄깃하고 너무 맛있어요!,,,1,,,,,,,
커피도 고소하니 맛있습니다,,1,,,,,,,,
매장 깔끔하고,,,,1,,,,,,
제주도 올 때마다 오는 곳입니다,,,,,,,,,,1
시오 베이글 너무 맛있네요!,,,1,,,,,,,
베이글이 맛있어서 또 방문합니다!,,,1,,,,,,,
베이글로 유명하다고 해서 와 봤는데 가게가 너무 예쁘고,,,1,,,1,,,,
분위기 완전 좋아요!,,,,,,1,,,,
베이글도 말할 필요 없이 존 맛,,,1,,,,,,,
아메리카노가 연해서 개인적으로 만족이였 습 니 닷 강아지 동반 가능해서 더 좋았어요!,,1,,,,,,,,
분위기 너무 예쁘고,,,,,,1,,,,
직원들도 너무 친절해요!,,,,1,,,,,,
짱!,,,,,,,,,,1
남자 친구가 여기 좋아해요,,,,,,,,,,1
넘넘 맛 잇 어용,,,,,,,,,,1
우왕하는마슈,,,,,,,,,,1
정말 좋습니다!,,,,,,,,,,1
벌써 세 번째 방문입니다!,,,,,,,,,,1
여기만큼 베이글,,,1,,,,,,,
크림 치즈 맛있는 곳 없는 것 같습니다!,,,1,,,,,,,
오래 오래 있었으면 좋겠어요!,,,,,,,,,,1
너무 맛있어서 사진 찍기 전에 먹어 버렸어요.,,,,,,,,,,1
한 시간 차 타고 와서 먹었어요,,,,,,,1,,,
매장도 깔끔하고,,,,1,,,,,,
주차도 편하고,,,,,,,,1,,
베이글도 너무 맛있어요..,,,1,,,,,,,
양송이 스프 완전 추천합니다,,,1,,,,,,,
맛있어서 4번째 방문이에용,,,,,,,,,,1
제주시에 이렇게 맛나는 베이글 집이 있다니요 연어 샌드위치시켰는데 완전 푸짐하고,,,1,,,,,,,
베이글은 쫄 하고 너무 맛있어요,,,1,,,,,,,
베이글 포장해서 갑니다!!,,,1,,,,,,,
제주에서 제일 맛있는 베이글 집이에요!,,,1,,,,,,,
올 때마다 행복하게 주문해서 가요,,,,,,,,,,1
작년 제주 한 달 살이 때부터 빠졌던 베이글 집입니다,,,1,,,,,,,
너무 맛있고 이 번에도 잠깐 제주도 들렸는 데 필수 코스로 블루 메 베이글 넣었답니다 완전 추천해요,,,1,,,,,,,
베이글이 쫄깃해서 맛있고,,,1,,,,,,,
크림치즈도 맛있어요.,,,1,,,,,,,
바로 옆에 공영 주차장이 있어 주차도 편해요,,,,,,,,1,,
베이글에 빠져 있는 데 전문점엔 거 본 적이 없어서 와 봄!!,,,1,,,,,,,
다른 것도 다 맛나 보이는 데 뭐가 더들 가서 맛난 거인지 여기가 맛난 거인지 보려고 플레인 베이글에 플레인 크림치즈로 해 봤어요.,,,1,,,,,,,
결과 대만족!!,,,,,,,,,,1
다르긴 하도라,,,,,,,,,,1
제주 살면 한 달 안에 전 종류 도전해 볼 터인데…..,,,,,,,,,,1
다음엔 기교로 가 보려구요,,,,,,,,,,1
맛있어용!!!!!!,,,,,,,,,,1
맛있고,,,,,,,,,,1
매장이 깨끗해요,,,,1,,,,,,
인테리어도 너무 예쁘고,,,,,,1,,,,
메뉴 종류도 많고,,,,,,,,,,1
맛 잇어요,,,,,,,,,,1
평소에 베이글 좋아해서 들려 봤는데 생각보다 매장도 크고,,,1,,,1,,,,1
종류도 많네요,,,1,,,,,,,
마니 마니 파세용,,,,,,,,,,1
진짜 최고입니다!,,,,,,,,,,1
베이글이 진짜 맛있어요,,,1,,,,,,,1
베이글이 맛있어요!,,,1,,,,,,,
샌드위치보단 일반 베이글이 더 맛있어요,,,1,,,,,,,
샌드위치는 빵이 살짝 질긴 감이 있어서 먹기 좀 불편했어요,,,1,,,,,,,
그래도 맛은 있었지만,,,,,,,,,,1
양송이 스프는 진짜 진하고,,,1,,,,,,,
다음에는 감자 스프 먹어 보려구요!!,,,,,,,,,,1
한라산 등산 끝나자마자 두 개 사 오는 거면 이미 말 다 했쥬???,,,,,,,,,,1
힘들어서 고를 힘이 없어 사장님이 추천해 준 조합으로도 오전!!!,,,,,,,,,,1
처음 왔는 데 분위기도 좋고,,,,,,1,,,,
맛 잇어요,,,,,,,,,,1
친구들 추천으로 와 봤는 데 커피랑 베이글 너무 맛있어요,1,,1,,,,,,,
존맛탱!!,,,,,,,,,,1
베이글이 정말 맛있다는 소문 듣고,,,1,,,,,,,
제주도 도착하자 마자 찾아왔어요 다양한 베이글과 치즈 즐기고 싶으신 분들게 추천해요!,,,1,,,,,,,
메뉴가 다양하고,,,,,,,,,,1
매장도 깨끗해요 직원분이 친절하게 설명해 주시고,,,,1,,,,,,
분위기가 밝아서 좋은 거 같아요,,,,,,1,,,,
퍽퍽하지 않고 쫀득한 맛이 있어 맛있어요!,,,1,,,,,,,
"플레인 , 어니언 베이컨 , 블루베리 플레인 조합 괜찮은 거 같아요",,,1,,,,,,,
깔끔하고 좋아요,,,,,,,,,,1
다양한 종류의 베이글 크림치즈까지  많고 ,,,1,,,,,,,
 내부도 깔끔하공,,,,1,,,,,,
배불러서 아직 먹어 보지 못했지만,,,,,,,,,,1
눈으로 보기에도 맛이 느껴질 정도??,,,,,,,,,,1
언능 소화시키고 맛봐야겠어요!!,,,,,,,,,,1
친절한 직원 분들이 주문도 잘 받아 주시고.,,,,1,,,,,,1
무엇보다 가격도 좋고,1,,,,,,,,,
자주 방문할게요,,,,,,,,,,1
분위기도 아기자기하고 예쁘고,,,,,,1,,,,
베이글도 다양하고 맛있어요.,,,1,,,,,,,
아이스 아메리카도 굿 굿,,1,,,,,,,,
맛이 기대되요,,,,,,,,,,1
맛있어여,,,,,,,,,,1
베이글 맛집으로 소문난 곳을 방문하기 위해 멀리서 왔네요.,,,1,,,,,,,
연어 베이글 샌드위치를 먹었는데 빵이 너무 쫄깃하고 맛있네요.,,,1,,,,,,,
딱 제가 좋아하는 식감 신랑도 맛있다고 금새 쑥 싹 하네요.,,,1,,,,,,,
재방문 의사 ok,,,,,,,,,,1
매장도 넓고 깨끗하고,,,,1,,1,,,,
무엇보다 베이글이 진짜 너무 맛있어용!!!!!!,,,1,,,,,,,
특히 갈릭 버터 크림치즈 베이글 꼬옥 드셔 보시기,,,1,,,,,,,
베이글 맛집이라 포장해서 갑니다,,,1,,,,,,,
공항 근 처리 집 가기 전으로 들려 주면 좋을 더 같아요!,,,,,,,1,,,
주차장 더 있답니당,,,,,,,,1,,
베이글 완전 쫀득하고 맛있어요!!,,,1,,,,,,,
인테리어가 깔끔하고 넘 예뻐요!,,,,,,1,,,,
오랜만에 맛보는 진정한 베이글의 맛이네요,,,1,,,,,,,
연어 베이글 샌드위치 강추 합니다,,,1,,,,,,,
베이글 너무 땡겨서 방문했는 데 매장이 너무 이쁘고 맛있어용,,,1,,,,,,,
또 방문할게요,,,,,,,,,,1
일부러 방문할 만한 멋진 베이글 가게.,,,1,,,,,,,
간단한 식사에도 좋아요.,,,1,,,,,,,
베이글이 맛있고,,,1,,,,,,,
종류도 다양해서 좋아요,,,1,,,,,,,
친절하고,,,,1,,,,,,
분위기 좋고 맛있어요,,,,,,1,,,,
친절하시고,,,,1,,,,,,
베이글도 많고,,,1,,,,,,,
치즈도 많고,,,1,,,,,,,
커피도 진짜 맛있어요!,1,,,,,,,,,
직원분이 친절하세요,,,,1,,,,,,
베이글마다 어울리는 크림치즈 추천해 주셔서 좋았어요.,,,,1,,,,,,
매장 옆이 주차장이 있어서 편해요,,,,,,,,1,,
친절하고 좋아요!,,,,1,,,,,,
갈릭 버터크림 베이글 크림치즈도 맛있고,,,1,,,,,,,
베이글 자체가 쫀득하니 제가 딱 좋아하는 베이글 식감이라 너무 맛있었어요.,,,,,,,,,,
커피도 제가 좋아하는 산미 있는 커피라 더 좋았어요.,,,1,,,,,,,
베이글도 샌드위치도 넘 맛있고,,1,,,,,,,,
가게도 예뻐요,,,,,,1,,,,
매장이 너무 예쁘고,,,,,,1,,,,
베이글 종류도 다양해요,,,1,,,,,,,
빵 크림치즈 종류가 많아서 골라 먹는 재미가 있어요!,,,1,,,,,,,
매장도 넓고,,,,,,1,,,,
야외 테라스도 있어서 먹고 가기에도 충분해요!,,,,,,1,,,,
서울에 안 가도 맛난 거 먹을 수 있어서 좋아요!,,,,,,,,,,1
바질 치즈 짱 맛!!!!,,,1,,,,,,,
주황 주황하게 밝고 맑은 날에 와서 사진도 잘 나오고 되게 오고 싶었던 곳인데 방문해 보니 기대 이상이에요,,,,,,1,,,,
카페 깔끔하고 일찍 가야 무화과 베이글 살 수 있음,,,,,,,,,,1
아쉽지만,,,,,,,,,,1
다음을 기약,,,,,,,,,,1
매장 분위기가 좋네요.,,,,,,1,,,,
크림치즈 선택할 수 있어서 너머 좋음!!,,,1,,,,,,,
꼭 와 보고 싶었는데 이제야 와요,,,,,,,,,,1
너무 친절하구 좋아용,,,,1,,,,,,
아주 맛 잇습니다!!!,,,,,,,,,,1
먹고 싶었던 연어 베이글 샌드위치랑 잠봉뵈르 베이글 주문했어요! 세상..존 맛..,,,1,,,,,,,
그리고 같이 시킨 스윗피치 블랙 티도 너무 예쁘고 맛있어요!,,1,,,,,,,,
다음에 또 재주문하겠습니다.,,,,1,,,,,,
친구들끼리 와서 반 개씩 나눠 먹기 너무 좋아요.,,,1,,,,,,,
그리고 점심 12시 되니까 테이블 꽉 차더라구요?,,,,,1,,,,,
왜 늦게 가면 연어 베이글이 없는 지 이 해 되더라구요!,,,,,,,,,,1
새삼 블루메의 인기에 놀랐습니닷.,,,1,,,,,,,
가위도 준비돼 있어서 더 작게 컷팅하실 분들은 편하게 사용하실 수도 있어요!,,,,1,,,,,,
